paper_id,year,author_name,affiliation_string,institution_type
2003.05856,2020,Laurent Charlin,"Mila - Quebec AI Institute, HEC Montréal, Canada CIFAR AI Chair",nonprofit AI research institute / business school
2012.04218,2020,Mythreyi Velmurugan,"Queensland University of Technology, Brisbane, Australia",research university
2012.04218,2020,Chun Ouyang,"Queensland University of Technology, Brisbane, Australia",research university
2012.04218,2020,Catarina Moreira,"Queensland University of Technology, Brisbane, Australia",research university
2012.04218,2020,Renuka Sindhgatta,"Queensland University of Technology, Brisbane, Australia",research university
2011.07751,2020,Pengpeng Shao,"National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences",national research institute
2011.07751,2020,Guohua Yang,"National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences",national research institute
2011.07751,2020,Dawei Zhang,"National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences",national research institute
2011.07751,2020,Jianhua Tao,"National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences; School of Artificial Intelligence, University of Chinese Academy of Sciences",national research institute and research university
2011.07751,2020,Feihu Che,"National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences",national research institute
2011.07751,2020,Tong Liu,"National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences",national research institute
2008.07372,2020,Welverton R. Silva,"Institute of Computing, University of Campinas, Campinas, São Paulo, Brazil",research university
2008.07372,2020,Rafael C. S. Schouery,"Institute of Computing, University of Campinas, Campinas, São Paulo, Brazil",research university
2007.05402,2020,Jinho Lee,"Department of Computer Science and Engineering, Korea University",research university
2007.05402,2020,Raehyun Kim,"Department of Computer Science and Engineering, Korea University",research university
2007.05402,2020,Seok-Won Yi,"Department of Computer Science and Engineering, Korea University",research university
2007.05402,2020,Jaewoo Kang,"Department of Computer Science and Engineering, Korea University",research university
2001.04186,2020,Debajyoti Paul Chowdhury,"University of Rostock, Rostock, Germany",research university
2001.04186,2020,Arghya Biswas,"University of Rostock, Rostock, Germany",research university
2001.04186,2020,Tomasz Sosnowski,"University of Rostock, Rostock, Germany",research university
2001.04186,2020,Kristina Yordanova,"University of Rostock, Rostock, Germany; University of Bristol, Bristol, UK; Kurt Lewin Center for Theoretical Psychology",research university
2008.07971,2020,Florian Fuchs,1,unknown
2008.07971,2020,Yunlong Song,2,unknown
2008.07971,2020,Elia Kaufmann,2,unknown
2008.07971,2020,Davide Scaramuzza,2,unknown
2008.07971,2020,Peter Duerr,1,unknown
2010.11523,2020,Jorik Jooken,"Department of Computer Science, KU Leuven Kulak, Etienne Sabbelaan 53, 8500 Kortrijk, Belgium",research university
2010.11523,2020,Pieter Leyman,"Department of Computer Science, KU Leuven Kulak, Kortrijk, Belgium; Department of Industrial Systems Engineering and Production Design, Ghent University, Zwijnaarde, Belgium; Industrial Systems Engineering, Flanders Make@UGent, Kortrijk, Belgium",research university
2010.11523,2020,Tony Wauters,"Department of Computer Science, CODeS, KU Leuven, Gebroeders De Smetstraat 1, 9000 Ghent, Belgium",research university
2010.11523,2020,Patrick De Causmaecker,"Department of Computer Science, KU Leuven Kulak, Etienne Sabbelaan 53, 8500 Kortrijk, Belgium",research university
2008.06595,2020,Feng Wang,"School of Economics and Business Administration, Chongqing University, Chongqing, 400044, China",research university
2008.06595,2020,Dongjie Shi,"School of Economics and Business Administration, Chongqing University, Chongqing, 400044, China",research university
2008.06595,2020,Teng Liu,"Clinical Research Center (CRC), Clinical Pathology Center (CPC), Chongqing University Three Gorges Hospital, Chongqing University, Wanzhou, Chongqing, China",university hospital
2008.06595,2020,Xiaolin Tang,"College of Mechanical and Vehicle Engineering, Chongqing University, Chongqing, 400044, China",research university
2012.05860,2020,Daoming Zong,East China Normal University,research university
2012.05860,2020,Shiliang Sun,East China Normal University,research university
2006.01473,2020,Emmanouil Rigas,"Department of Electrical and Computer Engineering and the KIOS Research and Innovation Center of Excellence (KIOS CoE), University of Cyprus",research university
2006.01473,2020,Panayiotis Kolios,"Department of Electrical and Computer Engineering and the KIOS Research and Innovation Center of Excellence (KIOS CoE), University of Cyprus",research university
2006.01473,2020,Georgios Ellinas,"Department of Electrical and Computer Engineering and the KIOS Research and Innovation Center of Excellence (KIOS CoE), University of Cyprus",research university
2006.08153,2020,Fadwa Oukhay,"LISI laboratory, INSAT institute, Carthage University, Tunis, Tunisia",research university
2006.08153,2020,Pascale Zaraté,"University of Toulouse, IRIT, Toulouse, France",research university
2006.08153,2020,Taieb Romdhane,"LISI laboratory, INSAT institute, Carthage University, Tunis, Tunisia",research university
2012.15358,2020,Ashkan Yousefi Zadeh,"Msc student, Mechanical engineering department, University of Guilan",research university
2012.15358,2020,Meysam Shahbazy,"Msc student, Mechanical engineering department, University of Guilan",research university
2011.09410,2020,Deokgun Park,"Computer Science and Engineering, University of Texas at Arlington, Arlington, Texas USA",research university
2011.09410,2020,Md Ashaduzzaman Rubel Mondol,"Computer Science and Engineering, University of Texas at Arlington, Arlington, Texas USA",research university
2011.09410,2020,Aishwarya Pothula,"Computer Science and Engineering, University of Texas at Arlington, Arlington, Texas USA",research university
2011.09410,2020,Mazharul Islam,"Computer Science and Engineering, University of Texas at Arlington, Arlington, Texas USA",research university
2003.01848,2020,Paul Pu Liang,Carnegie Mellon University,research university
2003.01848,2020,Jeffrey Chen,Carnegie Mellon University,research university
2003.01848,2020,Ruslan Salakhutdinov,Carnegie Mellon University,research university
2003.01848,2020,Louis-Philippe Morency,Carnegie Mellon University,research university
2003.01848,2020,Satwik Kottur,Carnegie Mellon University,research university
2007.09300,2020,SM Mazharul Islam,"Department of Computer Science and Engineering, University of Texas, Arlington, Texas USA",research university
2007.09300,2020,Md Ashaduzzaman Rubel Mondol,"Department of Computer Science and Engineering, University of Texas, Arlington, Texas USA",research university
2007.09300,2020,Aishwarya Pothula,"Department of Computer Science and Engineering, University of Texas, Arlington, Texas USA",research university
2007.09300,2020,Deokgun Park,"Department of Computer Science and Engineering, University of Texas, Arlington, Texas USA",research university
2011.12863,2020,Francesca Foffano,Ca' Foscari University of Venice European Centre for Living Technology,research university
2011.12863,2020,Teresa Scantamburlo,Ca' Foscari University of Venice European Centre for Living Technology,research university
2011.12863,2020,Atia Cortés,Barcelona Supercomputing Center,national lab
2011.12863,2020,Chiara Bissolo,Ca' Foscari University of Venice European Centre for Living Technology,research university
2009.00433,2020,Valerio Agasucci,"DIAG, Sapienza University of Rome, Rome, Italy; OPTRAIL, Rome, Italy",research university / rail tech startup
2009.00433,2020,Giorgio Grani,"Department of Statistical Sciences, Sapienza University of Rome, Rome, Italy",research university
2009.00433,2020,Leonardo Lamorgese,"OPTRAIL, Rome, Italy",rail tech startup
2001.10953,2020,Nihar Bendre,"Secure AI & Autonomy Laboratory, Department of Electrical and Computer Engineering, University of Texas at San Antonio, San Antonio, TX 78249, USA",research university
2001.10953,2020,Nima Ebadi,"Secure AI & Autonomy Laboratory, Department of Electrical and Computer Engineering, University of Texas at San Antonio, San Antonio, TX 78249, USA",research university
2001.10953,2020,John J Prevost,"Department of Electrical and Computer Engineering, University of Texas at San Antonio, San Antonio, TX 78249, USA",research university
2001.10953,2020,Paul Rad,"Secure AI and Autonomy Laboratory, Department of Electrical and Computer Engineering, Department of Information Systems and Cyber Security, University of Texas at San Antonio, San Antonio, TX 78249, USA",research university
2001.02912,2020,Sharon Oviatt,"Monash University, Melbourne, VIC, Australia",research university
2001.02912,2020,Laure Soulier,"Sorbonne Universit, CNRS, LIP6, F-75005 Paris, France",research university
2004.12908,2020,Jayanta Dey,1,research university
2004.12908,2020,Joshua T. Vogelstein,1,research university
2004.12908,2020,Hayden S. Helm,1,research university
2004.12908,2020,Will LeVine,1,research university
2004.12908,2020,Ronak D. Mehta,1,research university
2004.12908,2020,Tyler M. Tomita,1,research university
2004.12908,2020,Haoyin Xu,1,research university
2004.12908,2020,Ali Geisa,1,research university
2004.12908,2020,Qingyang Wang,1,research university
2004.12908,2020,Gido M. van de Ven,"2,3",research university
2004.12908,2020,Chenyu Gao,1,research university
2004.12908,2020,Weiwei Yang,4,tech company
2004.12908,2020,Bryan Tower,4,tech company
2004.12908,2020,Jonathan Larson,4,tech company
2004.12908,2020,Christopher M. White,4,tech company
2004.12908,2020,Carey E. Priebe,1,research university
2010.03790,2020,Keerthiram Murugesan,"IBM Research, Yorktown Heights",industry research lab
2010.03790,2020,Mattia Atzeni,"IBM Research, Zurich",industry research lab
2010.03790,2020,Pavan Kapanipathi,"IBM Research, Yorktown Heights",industry research lab
2010.03790,2020,Pushkar Shukla,TTI Chicago,research institute
2010.03790,2020,Sadhana Kumaravel,"IBM Research, Yorktown Heights",industry research lab
2010.03790,2020,Gerald Tesauro,"IBM Research, Yorktown Heights",industry research lab
2010.03790,2020,Kartik Talamadupula,"IBM Research, Yorktown Heights",industry research lab
2010.03790,2020,Mrinmaya Sachan,ETH Zurich,research university
2010.03790,2020,Murray Campbell,"IBM Research, Yorktown Heights",industry research lab
2009.10236,2020,Alex Brik,"Google Inc., USA",tech company
2007.09448,2020,Alberto Santamaria-Pang,"Artificial Intelligence, GE Research, Niskayuna, NY 12309, USA",industry research lab
2007.09448,2020,James Kubricht,"Artificial Intelligence, GE Research, Niskayuna, NY 12309, USA",industry research lab
2007.09448,2020,Aritra Chowdhury,"Artificial Intelligence, GE Research, Niskayuna, NY 12309, USA",industry research lab
2007.09448,2020,Chitresh Bhushan,"Artificial Intelligence, GE Research, Niskayuna, NY 12309, USA",industry research lab
2007.09448,2020,Peter Tu,"Artificial Intelligence, GE Research, Niskayuna, NY 12309, USA",industry research lab
2007.09450,2020,Ezio Bartocci,"TU Wien, Austria",research university
2007.09450,2020,Laura Kovács,"TU Wien, Austria",research university
2007.09450,2020,Miroslav Stankovič,"TU Wien, Austria",research university
2012.07172,2020,Ishan Sinha,"Department of Computer Science, Princeton University",research university
2012.07172,2020,Taylor W. Webb,"Department of Psychology, University of California, Los Angeles",research university
2012.07172,2020,Jonathan D. Cohen,"Department of Neuroscience, Princeton University",research university
2004.13654,2020,Stuart Armstrong,"Future of Humanity Institute, Oxford University, UK; Machine Intelligence Research Institute, Berkeley, USA",think tank / academic research institute
2004.13654,2020,Jan Leike,"DeepMind, London, UK",industry research lab
2004.13654,2020,Laurent Orseau,"DeepMind, London, UK",industry research lab
2004.13654,2020,Shane Legg,"DeepMind, London, UK",industry research lab
2009.03457,2020,Jianfeng Gao,Microsoft Research,industry research lab
2009.03457,2020,Baolin Peng,Microsoft Research,industry research lab
2009.03457,2020,Chunyuan Li,Microsoft Research,industry research lab
2009.03457,2020,Jinchao Li,Microsoft Research,industry research lab
2009.03457,2020,Shahin Shayandeh,Microsoft Research,industry research lab
2009.03457,2020,Lars Liden,Microsoft Research,industry research lab
2009.03457,2020,Heung-Yeung Shum,Microsoft Research,industry research lab
2004.01098,2020,Weichao Mao,"Coordinated Science Laboratory, University of Illinois, Urbana, IL 61801, U.S.A.",research university
2004.01098,2020,Kaiqing Zhang,"Coordinated Science Laboratory, University of Illinois, Urbana, IL 61801, U.S.A.",research university
2004.01098,2020,Erik Miehling,"Coordinated Science Laboratory, University of Illinois, Urbana, IL 61801, U.S.A.",research university
2004.01098,2020,Tamer Başar,"Coordinated Science Laboratory, University of Illinois, Urbana, IL 61801, U.S.A.",research university
2008.04589,2020,Leon Keller,"Intelligent Autonomous Systems, Technische Universität Darmstadt",research university
2008.04589,2020,Daniel Tanneberg,"Intelligent Autonomous Systems, Technische Universität Darmstadt",research university
2008.04589,2020,Svenja Stark,"Intelligent Autonomous Systems, Technische Universität Darmstadt",research university
2008.04589,2020,Jan Peters,"Intelligent Autonomous Systems, Technische Universität Darmstadt; Robot Learning Group, Max-Planck Institute for Intelligent Systems",research university and public research institute
2012.12335,2020,Carlos Núñez-Molina,"Departamento de Ciencias de la Computación e IA, Universidad de Granada",research university
2012.12335,2020,Vladislav Nikolov,"Departamento de Ciencias de la Computación e IA, Universidad de Granada",research university
2012.12335,2020,Ignacio Vellido,"Departamento de Ciencias de la Computación e IA, Universidad de Granada",research university
2012.12335,2020,Juan Fernández-Olivares,"Departamento de Ciencias de la Computación e IA, Universidad de Granada",research university
2004.00980,2020,Anssi Kanervisto,"School of Computing, University of Eastern Finland, Joensuu, Finland",research university
2004.00980,2020,Christian Scheller,"Institute for Data Science, University of Applied Sciences Northwestern Switzerland, Windisch, Switzerland",university of applied sciences
2004.00980,2020,Ville Hautamäki,"School of Computing, University of Eastern Finland, Joensuu, Finland",research university
2006.00417,2020,Jeiyoon Park,"Korea University, Seoul, Republic of Korea",research university
2006.00417,2020,Chanhee Lee,"Korea University, Seoul, Republic of Korea",research university
2006.00417,2020,Kuekyeng Kim,"Korea University, Seoul, Republic of Korea; Massachusetts Institute of Technology",research university
2006.00417,2020,Heuiseok Lim,"Korea University, Seoul, Republic of Korea",research university
2101.01067,2020,Md. Ashek-Al-Aziz,University of Development Alternative (UODA),private university
2101.01067,2020,Sagar Mahmud,University of Development Alternative (UODA),private university
2101.01067,2020,Md. Azizul Islam,University of Development Alternative (UODA),private university
2101.01067,2020,Jubayer Al Mahmud,University of Dhaka,public research university
2101.01067,2020,Khan Md. Hasib,Ahsanullah University of Science and Technology (AUST),private university
2007.12904,2020,Zehong Cao,arXiv:2007.12904v2 [cs.AI] 26 Dec 2020,unknown
2007.12904,2020,KaiChiu Wong,arXiv:2007.12904v2 [cs.AI] 26 Dec 2020,unknown
2007.12904,2020,Chin-Teng Lin,arXiv:2007.12904v2 [cs.AI] 26 Dec 2020,unknown
2004.12770,2020,Cristobal Eyzaguirre,Pontificia Universidad Catolica de Chile,research university
2004.12770,2020,Alvaro Soto,Pontificia Universidad Catolica de Chile,research university
2003.00683,2020,Rupam Acharyya,unknown,unknown
2003.00683,2020,Shouman Das,unknown,unknown
2003.00683,2020,Ankani Chattoraj,unknown,unknown
2003.00683,2020,Oishani Sengupta,unknown,unknown
2003.00683,2020,Md Iftekar Tanveer,unknown,unknown
2012.08622,2020,Ali Yazdizadeh,"LiTrans, Ryerson University",research university
2012.08622,2020,Bilal Farooq,"LiTrans, Ryerson University",research university
2012.08128,2020,Yao Zhu,"Center for Data Science, Peking University, Beijing, China",research university
2012.08128,2020,Hongzhi Liu,"School of Software and Microelectronics, Peking University, Beijing, China",research university
2012.08128,2020,Zhonghai Wu,"National Engineering Center of Software Engineering, Peking University, Beijing, China; Key Lab of High Confidence Software Technologies (MOE), Peking University, Beijing, China",research university
2012.08128,2020,Yingpeng Du,"School of Software and Microelectronics, Peking University, Beijing, China",research university
2003.00030,2020,Romina Abachi,"Department of Computer Science, University of Toronto & the Vector Institute, Toronto, Canada",research university and AI nonprofit institute
2003.00030,2020,Mohammad Ghavamzadeh,"Google Research, CA, USA",tech company research lab
2003.00030,2020,Amir-massoud Farahmand,"The Vector Institute & the Department of Computer Science and the Department of Mechanical and Industrial Engineering, University of Toronto, Toronto, Canada",AI nonprofit institute and research university
2005.09331,2020,Athina Georgara,Artificial Intelligence Research Institute (IIIA-CSIC),government research institute
2005.09331,2020,Carles Sierra,Artificial Intelligence Research Institute (IIIA-CSIC),government research institute
2005.09331,2020,Juan A. Rodríguez-Aguilar,Artificial Intelligence Research Institute (IIIA-CSIC),government research institute
2009.14665,2020,Jiqian Dong,"Center for Connected and Automated Transportation (CCAT), and Lyles School of Civil Engineering, Purdue University, W. Lafayette, IN 47907",research university
2009.14665,2020,Sikai Chen,"Center for Connected and Automated Transportation (CCAT), Lyles School of Civil Engineering, Purdue University, W. Lafayette, IN 47906, and Robotics Institute, School of Computer Science, Carnegie Mellon University, Pittsburgh, PA",research university
2009.14665,2020,Yujie Li,"Center for Connected and Automated Transportation (CCAT), and Lyles School of Civil Engineering, Purdue University, W. Lafayette, IN 47907",research university
2009.14665,2020,Runjia Du,"Center for Connected and Automated Transportation (CCAT), and Lyles School of Civil Engineering, Purdue University, W. Lafayette, IN 47907",research university
2009.14665,2020,Aaron Steinfeld,"Robotics Institute, School of Computer Science, Carnegie Mellon University, Pittsburgh, PA 15213",research university
2009.14665,2020,Samuel Labi,"Center for Connected and Automated Transportation (CCAT), and Lyles School of Civil Engineering, Purdue University, W. Lafayette, IN 47907",research university
2110.05387,2021,Kinjal Basu,"Department of Computer Science, The University of Texas at Dallas",research university
2110.05387,2021,Huaduo Wang,"Department of Computer Science, The University of Texas at Dallas",research university
2110.05387,2021,Nancy Dominguez,"Department of Computer Science, The University of Texas at Dallas",research university
2110.05387,2021,Xiangci Li,"Department of Computer Science, The University of Texas at Dallas",research university
2110.05387,2021,Fang Li,"Department of Computer Science, The University of Texas at Dallas",research university
2110.05387,2021,Sarat Chandra Varanasi,"Department of Computer Science, The University of Texas at Dallas",research university
2110.05387,2021,Gopal Gupta,"Department of Computer Science, The University of Texas at Dallas",research university
2103.00070,2021,Jiaoyan Chen,"Department of Computer Science, University of Oxford",research university
2103.00070,2021,Yuxia Geng,"College of Computer Science & AZFT Knowledge Engine Lab, Zhejiang University",research university
2103.00070,2021,Zhuo Chen,"College of Computer Science & AZFT Knowledge Engine Lab, Zhejiang University",research university
2103.00070,2021,Ian Horrocks,"Department of Computer Science, University of Oxford",research university
2103.00070,2021,Jeff Z. Pan,"School of Informatics, The University of Edinburgh",research university
2103.00070,2021,Huajun Chen,"College of Computer Science & AZFT Knowledge Engine Lab, Zhejiang University",research university
2103.04364,2021,Zaid Tahir,"Department of Computer Science, University of York, York YO105GH, UK",research university
2103.04364,2021,Rob Alexander,"Department of Computer Science, University of York, York YO105GH, UK",research university
2106.09106,2021,Tomas Folke,"Department of Mathematics and Computer Science, Rutgers University, Newark, NJ 07102, USA",research university
2106.09106,2021,ZhaoBin Li,liz2@carleton.edu,research university
2106.09106,2021,Ravi B. Sojitra,"Department of Mathematics and Computer Science, Rutgers University, Newark, NJ 07102, USA",research university
2106.09106,2021,Scott Cheng-Hsin Yang,"Department of Mathematics and Computer Science, Rutgers University, Newark, NJ 07102, USA",research university
2106.09106,2021,Patrick Shafto,"Department of Mathematics and Computer Science, Rutgers University, Newark, NJ 07102, USA",research university
2110.07898,2021,Chinazunwa Uwaoma,"The University of the West Indies, Jamaica",research university
2110.07898,2021,Gunjan. Mansingh,"The University of the West Indies, Jamaica",research university
2105.05330,2021,Md Kamruzzaman Sarker,"Department of Computer Science, Kansas State University, KS, USA",research university
2105.05330,2021,Lu Zhou,"Department of Computer Science, Kansas State University, KS, USA",research university
2105.05330,2021,Aaron Eberhart,"Department of Computer Science, Kansas State University, KS, USA",research university
2105.05330,2021,Pascal Hitzler,"Department of Computer Science, Kansas State University, KS, USA",research university
2109.08006,2021,Kwabena Nuamah,"School of Informatics, University of Edinburgh",research university
2110.07710,2021,Ilaria Angela Amantea,"Computer Science Department, CIRSFID, SaToSS, Università degli Studi di Torino, Alma Mater Studiorum, Université du Luxembourg, Turin - Bologna, Italy, Luxembourg",research university
2110.07710,2021,Livio Robaldo,"Legal Innovation Lab Wales, University of Swansea, Swansea, Wales (UK)",research university
2110.07710,2021,Emilio Sulis,"Computer Science Department, Università degli Studi di Torino, Turin, Italy",research university
2110.07710,2021,Guido Boella,"Computer Science Department, Università degli Studi di Torino, Turin, Italy",research university
2110.07710,2021,Guido Governatori,"Data61, CSIRO, Queensland, Australia",national lab
2102.07548,2021,Jichen Zhu,"Drexel University Philadelphia, PA",research university
2102.07548,2021,Santiago Ontañón,"Drexel University Philadelphia, PA (currently at Google)",research university
2103.14023,2021,Ye Yuan,Carnegie Mellon University,research university
2103.14023,2021,Xinshuo Weng,Carnegie Mellon University,research university
2103.14023,2021,Yanglan Ou,Penn State University,research university
2103.14023,2021,Kris Kitani,Carnegie Mellon University,research university
2102.00572,2021,Aref Hakimzadeh,unknown,unknown
2102.00572,2021,Yanbo Xue,unknown,unknown
2102.00572,2021,Peyman Setoodeh,unknown,unknown
2103.10844,2021,David Fernández Llorca,"Computer Engineering Department, University of Alcalá, Alcalá de Henares, Spain; European Commission, Joint Research Center, Seville, Spain",intergovernmental research institution / public university
2106.04984,2021,Shuo Li,Carnegie Mellon University,research university
2106.04984,2021,Matteo Pozzi,Carnegie Mellon University,research university
2104.12278,2021,Lu Cheng,"Computer Science and Engineering, Arizona State University",research university
2104.12278,2021,Ahmadreza Mosallanezhad,"Computer Science and Engineering, Arizona State University",research university
2104.12278,2021,Paras Sheth,"Computer Science and Engineering, Arizona State University",research university
2104.12278,2021,Huan Liu,"Computer Science and Engineering, Arizona State University",research university
2108.05809,2021,Farhana Faruqe,unknown,unknown
2108.05809,2021,Ryan Watkins,unknown,unknown
2108.05809,2021,Larry Medsker,unknown,unknown
2110.04507,2021,Shiyu Huang,"Tsinghua University, Beijing, China",research university
2110.04507,2021,Wenze Chen,"Tsinghua University, Beijing, China",research university
2110.04507,2021,Longfei Zhang,"National University of Defense Technology, Changsha, China",military research university
2110.04507,2021,Shizhen Xu,"RealAI, Beijing, China",AI safety company
2110.04507,2021,Ziyang Li,"Tencent AI Lab, Shenzhen, China",industry research lab
2110.04507,2021,Fengming Zhu,"Tencent AI Lab, Shenzhen, China",industry research lab
2110.04507,2021,Deheng Ye,"Tencent AI Lab, Shenzhen, China",industry research lab
2110.04507,2021,Ting Chen,"Tsinghua University, Beijing, China",research university
2110.04507,2021,Jun Zhu,"Tsinghua University, Beijing, China",research university
2102.12076,2021,Lana Sinapayen,"Sony Computer Science Laboratories, Kyoto Laboratory, 13-1 Hontorocho, Shimogyo Ward, Kyoto 6008086 Japan",industry research lab
2104.00409,2021,Parfait Atchade-Adelomou,"Research Group on Data Science for the Digital Society, La Salle - Universitat Ramon Llull, Barcelona, Spain; Lighthouse Disruptive Innovation Group, LLC, Cambridge, MA, USA",research university and private innovation consultancy
2104.00409,2021,Daniel Casado-Fauli,"Research Group on Data Science for the Digital Society, La Salle - Universitat Ramon Llull, Barcelona, Spain",research university
2104.00409,2021,Elisabet Golobardes-Ribe,"Research Group on Data Science for the Digital Society, La Salle - Universitat Ramon Llull, Barcelona, Spain",research university
2104.00409,2021,Xavier Vilasis-Cardona,"Research Group on Data Science for the Digital Society, La Salle - Universitat Ramon Llull, Barcelona, Spain",research university
2108.13772,2021,Bryar A. Hassan,"Sulaimani Polytechnic University / Kurdistan Institution for Strategic Studies and Scientific Research, Kurdistan Region – Iraq",polytechnic university
2108.13772,2021,Tarik A. Rashid,"Sulaimani Polytechnic University / Kurdistan Institution for Strategic Studies and Scientific Research, Kurdistan Region – Iraq",polytechnic university
2110.08012,2021,Ali Hur,"School of Science, Computing, and Security, Edith Cowan University, Perth, Australia",research university
2110.08012,2021,Naeem Janjua,"School of Science, Computing, and Security, Edith Cowan University, Perth, Australia; Faculty of Computing and AI, Air University, Islamabad, Pakistan",research university
2110.08012,2021,Mohiuddin Ahmed,"School of Science, Computing, and Security, Edith Cowan University, Perth, Australia",research university
2106.00258,2021,Qianyu Feng,"ReLER Lab, University of Technology Sydney",research university
2106.00258,2021,Bang Zhang,"DAMO Academy, Alibaba Group",industry research lab
2106.00258,2021,Yi Yang,Zhejiang University,research university
2110.09240,2021,Carles Sierra,"Artificial Intelligence Research Institute (IIIA-CSIC), Bellaterra, Catalonia",national research institute
2110.09240,2021,Nardine Osman,"Artificial Intelligence Research Institute (IIIA-CSIC), Bellaterra, Catalonia",national research institute
2110.09240,2021,Pablo Noriega,"Artificial Intelligence Research Institute (IIIA-CSIC), Bellaterra, Catalonia",national research institute
2110.09240,2021,Jordi Sabater-Mir,"Artificial Intelligence Research Institute (IIIA-CSIC), Bellaterra, Catalonia",national research institute
2110.09240,2021,Antoni Perelló,"Artificial Intelligence Research Institute (IIIA-CSIC), Bellaterra, Catalonia",national research institute
2108.05136,2021,Joseph Alexander Brown,"AI in Games Development Lab, Innopolis University, Innopolis, Russia",research university
2108.05136,2021,Luiz Jonata Pires de Araujo,"Innopolis University, Innopolis, Russia",research university
2108.05136,2021,Alexandr Grichshenko,"Innopolis University, Innopolis, Russia",research university
2104.09586,2021,Hamed Jelodar,"School of Computer Science and Technology, Nanjing University of Science and Technology, Nanjing 210094, China",research university
2104.09586,2021,Richard Frank,"School of Criminology, Simon Fraser University, Burnaby, British Columbia, Canada",research university
2102.02311,2021,Sander Beckers,"Munich Center for Mathematical Philosophy, LMU Munich",research university
2108.07669,2021,Jorge Fandinno,"University of Nebraska Omaha, USA; University of Potsdam, Germany",research university
2108.07669,2021,Wolfgang Faber,"Alpen-Adria-Universität Klagenfurt, Austria",research university
2108.07669,2021,Michael Gelfond,"Texas Tech University, USA",research university
2102.00582,2021,Lewis Hammond,University of Oxford,research university
2102.00582,2021,Alessandro Abate,University of Oxford,research university
2102.00582,2021,Julian Gutierrez,Monash University,research university
2102.00582,2021,Michael Wooldridge,University of Oxford,research university
2106.02856,2021,Sharmin Pathan,"University of Georgia, USA",research university
2106.02856,2021,Vyom Shrivastava,"University of Georgia, USA",research university
2105.09413,2021,Emmanuel Arrighi,"University of Bergen, Norway",research university
2105.09413,2021,Henning Fernau,"University of Trier, Germany",research university
2105.09413,2021,Daniel Lokshtanov,"University of California Santa Barbara, CA, USA",research university
2105.09413,2021,Mateus de Oliveira Oliveira,"University of Bergen, Norway",research university
2105.09413,2021,Petra Wolf,"University of Trier, Germany",research university
2104.12620,2021,Sasanka Sekhar Chanda,"Professor, Strategic Management, Indian Institute of Management Indore, C-101 Academic Block, IIM Indore, Prabandh Shikhar, Rau-Pithampur Road, Indore, MP, India 453556",business school
2107.08398,2021,Juan José Nieto,"Universitat Politècnica de Catalunya, Barcelona, Spain",research university
2107.08398,2021,Roger Creus,"Universitat Politècnica de Catalunya, Barcelona, Spain",research university
2107.08398,2021,Xavier Giro-i-Nieto,"Universitat Politècnica de Catalunya, Barcelona, Spain; Barcelona Supercomputing Center, Barcelona, Spain; Institut de Robòtica i Informàtica Industrial, CSIC-UPC, Barcelona, Spain",research university
2106.02617,2021,Parand Alizadeh Alamdari,"Department of Computer Science, University of Toronto, Toronto, Canada; Vector Institute, Toronto, Canada",research university
2106.02617,2021,Toryn Q. Klassen,"Department of Computer Science, University of Toronto, Toronto, Canada; Vector Institute, Toronto, Canada",research university
2106.02617,2021,Rodrigo Toro Icarte,"Department of Computer Science, University of Toronto, Toronto, Canada; Vector Institute, Toronto, Canada",research university
2106.02617,2021,Sheila A. McIlraith,"Department of Computer Science, University of Toronto, Toronto, Canada; Vector Institute, Toronto, Canada; Schwartz Reisman Institute for Technology and Society, Toronto, Canada",research university
2108.00238,2021,Fang Zheng,"School of Software Engineering, Xi'an Jiaotong University",research university
2108.00238,2021,Le Wang,"Institute of Artificial Intelligence and Robotics, Xi'an Jiaotong University",research university
2108.00238,2021,Sanping Zhou,"Institute of Artificial Intelligence and Robotics, Xi'an Jiaotong University",research university
2108.00238,2021,Wei Tang,University of Illinois at Chicago,research university
2108.00238,2021,Zhenxing Niu,"School of Computer Science and Technology, Xidian University",research university
2108.00238,2021,Nanning Zheng,"Institute of Artificial Intelligence and Robotics, Xi'an Jiaotong University",research university
2108.00238,2021,Gang Hua,Wormpex AI Research,industry research lab
2109.12998,2021,A Mani,"Indian Statistical Institute, 203, B. T. Road, Kolkata-700108, India",research institute
2104.12871,2021,Melanie Mitchell,"Santa Fe Institute, Santa Fe, NM, USA",research institute
2105.07308,2021,Alexander Ororbia,"Rochester Institute of Technology, Rochester, NY, USA",research university
2105.07308,2021,M. A. Kelly,"Bucknell University, Lewisburg, PA, USA; Carleton University, Ottawa, ON, Canada",research university
2102.00617,2021,Dan Wan,"Institute for AI Moral Decision-Making, Hunan Normal University, ChangSha, China",research university
2102.00617,2021,Hao Zhan,"Institute for AI Moral Decision-Making, Hunan Normal University, ChangSha, China",research university
2105.02851,2021,Colin Shea-Blymyer,Oregon State University,research university
2105.02851,2021,Houssam Abbas,Oregon State University,research university
