paper_id,year,total_authors,dominant_type,n_industry_research_lab,prop_industry_research_lab,n_other,prop_other,n_research_university,prop_research_university,n_tech_company,prop_tech_company
2501.18296,2025,4,other,0,0.0,2,0.5,2,0.5,0,0.0
2502.00691,2025,7,tech company,0,0.0,0,0.0,3,0.429,4,0.571
2502.01116,2025,9,research university,0,0.0,2,0.222,7,0.778,0,0.0
2502.05608,2025,2,research university,0,0.0,0,0.0,2,1.0,0,0.0
2502.07443,2025,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2502.07803,2025,3,other,0,0.0,2,0.667,1,0.333,0,0.0
2502.07944,2025,6,other,0,0.0,4,0.667,2,0.333,0,0.0
2502.08119,2025,5,research university,0,0.0,0,0.0,5,1.0,0,0.0
2502.09933,2025,8,tech company,0,0.0,1,0.125,0,0.0,7,0.875
2502.11574,2025,2,research university,0,0.0,0,0.0,2,1.0,0,0.0
2502.11723,2025,3,other,0,0.0,3,1.0,0,0.0,0,0.0
2502.12048,2025,7,research university,0,0.0,0,0.0,7,1.0,0,0.0
2502.14345,2025,10,industry research lab,8,0.8,0,0.0,2,0.2,0,0.0
2502.15662,2025,5,other,0,0.0,3,0.6,2,0.4,0,0.0
2502.15795,2025,7,research university,0,0.0,0,0.0,7,1.0,0,0.0
2503.01139,2025,8,research university,0,0.0,3,0.375,5,0.625,0,0.0
2503.02861,2025,2,research university,0,0.0,0,0.0,2,1.0,0,0.0
2503.03350,2025,5,research university,0,0.0,0,0.0,5,1.0,0,0.0
2503.04176,2025,7,research university,0,0.0,0,0.0,7,1.0,0,0.0
2503.04291,2025,5,other,0,0.0,4,0.8,0,0.0,1,0.2
2503.05592,2025,8,research university,0,0.0,0,0.0,7,0.875,1,0.125
2503.06202,2025,7,research university,0,0.0,0,0.0,6,0.857,1,0.143
2503.08175,2025,7,research university,1,0.143,0,0.0,6,0.857,0,0.0
2503.08308,2025,9,research university,1,0.111,1,0.111,7,0.778,0,0.0
2503.10009,2025,5,research university,0,0.0,0,0.0,5,1.0,0,0.0
2503.12917,2025,5,research university,0,0.0,0,0.0,5,1.0,0,0.0
2503.13804,2025,6,research university,0,0.0,0,0.0,6,1.0,0,0.0
2503.14973,2025,4,other,0,0.0,4,1.0,0,0.0,0,0.0
2503.15726,2025,3,research university,0,0.0,0,0.0,3,1.0,0,0.0
2503.16326,2025,9,research university,0,0.0,0,0.0,9,1.0,0,0.0
2503.17354,2025,22,other,0,0.0,20,0.909,0,0.0,2,0.091
2503.19602,2025,7,other,0,0.0,6,0.857,1,0.143,0,0.0
2503.23633,2025,16,research university,0,0.0,2,0.125,14,0.875,0,0.0
2504.00424,2025,7,research university,0,0.0,1,0.143,6,0.857,0,0.0
2504.00762,2025,11,research university,5,0.455,0,0.0,6,0.545,0,0.0
2504.01995,2025,9,research university,0,0.0,0,0.0,8,0.889,1,0.111
